Solar_data
Time,G_Gh,G_Dh,G_Bn,Ta,hs,FF,Az
2012-09-08 21:45:00,0,0,0,16.6,-20.3,2.2,147.42
2012-09-08 22:00:00,0,0,0,16.7,-22.0,1.6,151.44
2012-09-08 22:15:00,0,0,0,16.7,-23.6,1.0,155.57
2012-09-08 22:30:00,0,0,0,16.8,-25.1,0.4,159.77
2012-09-08 22:45:00,0,0,0,16.9,-26.5,0.4,164.06
2012-09-08 23:00:00,0,0,0,17.0,-27.7,0.4,168.41
2012-09-08 23:15:00,0,0,0,17.0,-28.9,0.3,172.81
2012-09-08 23:30:00,0,0,0,17.1,-29.8,0.3,177.24
2012-09-08 23:45:00,0,0,0,17.1,-30.6,0.3,-178.32
2012-09-09 00:00:00,0,0,0,17.0,-31.3,0.3,-173.89
2012-09-09 00:15:00,0,0,0,17.0,-32.1,0.3,-169.48
2012-09-09 00:30:00,0,0,0,16.9,-32.4,0.3,-165.12
2012-09-09 00:45:00,0,0,0,16.9,-32.5,0.3,-160.81
2012-09-09 01:00:00,0,0,0,16.8,-32.5,0.3,-156.58
2012-09-09 01:15:00,0,0,0,16.7,-32.2,0.3,-152.43
2012-09-09 01:30:00,0,0,0,16.7,-31.8,0.3,-148.37
2012-09-09 01:45:00,0,0,0,16.6,-31.2,0.3,-144.42
2012-09-09 02:00:00,0,0,0,16.6,-30.5,0.3,-140.56
2012-09-09 02:15:00,0,0,0,16.5,-29.6,0.2,-136.8
2012-09-09 02:30:00,0,0,0,16.4,-28.5,0.2,-133.15
2012-09-09 02:45:00,0,0,0,16.4,-27.3,0.4,-129.59
2012-09-09 03:00:00,0,0,0,16.3,-26.0,0.6,-126.13
2012-09-09 03:15:00,0,0,0,16.3,-24.5,0.9,-122.75
2012-09-09 03:30:00,0,0,0,16.3,-22.9,1.1,-119.45
2012-09-09 03:45:00,0,0,0,16.2,-21.2,1.0,-116.23
2012-09-09 04:00:00,0,0,0,16.2,-19.5,0.8,-113.07
2012-09-09 04:15:00,0,0,0,16.2,-17.6,0.7,-109.97
2012-09-09 04:30:00,0,0,0,16.1,-15.7,0.5,-106.91
2012-09-09 04:45:00,0,0,0,16.1,-13.7,0.6,-103.9
2012-09-09 05:00:00,0,0,0,16.1,-11.6,0.6,-100.91
2012-09-09 05:15:00,0,0,0,16.0,-9.5,0.7,-97.95
2012-09-09 05:30:00,0,0,0,16.0,-7.3,0.8,-95.0
2012-09-09 05:45:00,0,0,0,16.0,-5.1,0.8,-92.05
2012-09-09 06:00:00,0,0,0,16.1,-2.9,0.8,-89.09
2012-09-09 06:15:00,0,0,0,16.2,-0.6,0.7,-86.12
2012-09-09 06:30:00,10,10,0,16.2,1.7,0.7,-83.12
2012-09-09 06:45:00,17,17,0,16.4,4.0,0.8,-80.08
2012-09-09 07:00:00,31,31,0,16.6,6.3,0.9,-77.0
2012-09-09 07:15:00,55,52,21,16.9,8.6,1.0,-73.86
2012-09-09 07:30:00,118,67,256,17.1,10.9,1.1,-70.65
2012-09-09 07:45:00,160,69,409,17.3,13.2,1.4,-67.36
2012-09-09 08:00:00,103,100,11,17.6,15.5,1.6,-63.97
2012-09-09 08:15:00,144,122,71,17.9,17.8,1.9,-60.49
2012-09-09 08:30:00,235,118,338,18.2,20.0,2.2,-56.89
2012-09-09 08:45:00,303,113,512,18.4,22.2,1.9,-53.16
2012-09-09 09:00:00,232,165,158,18.6,24.3,1.7,-49.31
2012-09-09 09:15:00,304,178,284,18.8,26.4,1.4,-45.31
2012-09-09 09:30:00,272,220,111,19.0,28.4,1.1,-41.16
2012-09-09 09:45:00,245,223,44,19.1,30.4,1.2,-36.86
2012-09-09 10:00:00,210,199,22,19.0,32.2,1.3,-32.41
2012-09-09 10:15:00,170,169,2,19.0,34.0,1.4,-27.82
2012-09-09 10:30:00,266,236,51,19.1,35.7,1.5,-23.08
2012-09-09 10:45:00,261,247,23,19.5,37.2,1.9,-18.22
2012-09-09 11:00:00,248,238,16,19.8,38.6,2.2,-13.26
2012-09-09 11:15:00,225,219,9,19.8,39.8,2.6,-8.22
2012-09-09 11:30:00,496,320,269,20.1,40.9,3.0,-3.12
2012-09-09 11:45:00,522,256,399,20.6,41.9,2.5,1.99
2012-09-09 12:00:00,396,293,152,20.8,42.6,2.0,7.09
2012-09-09 12:15:00,315,280,50,20.2,43.1,1.5,12.14
2012-09-09 12:30:00,405,330,108,20.1,43.5,0.9,17.12
2012-09-09 12:45:00,404,325,115,20.6,43.6,1.1,22.0
2012-09-09 13:00:00,365,300,94,20.7,43.5,1.3,26.76
2012-09-09 13:15:00,251,224,39,20.5,43.3,1.5,31.38
2012-09-09 13:30:00,449,285,243,20.5,42.8,1.7,35.86
2012-09-09 13:45:00,439,294,216,21.0,42.1,1.8,40.19
2012-09-09 14:00:00,227,221,9,21.1,41.3,1.9,44.36
2012-09-09 14:15:00,268,255,20,20.6,40.2,2.1,48.39
2012-09-09 14:30:00,258,242,25,20.6,39.0,2.2,52.27
2012-09-09 14:45:00,409,158,414,21.0,37.7,2.0,56.01
2012-09-09 15:00:00,524,171,598,21.4,36.2,1.9,59.63
2012-09-09 15:15:00,325,203,213,21.6,34.5,1.7,63.14
2012-09-09 15:30:00,290,248,77,20.9,32.8,1.5,66.54
2012-09-09 15:45:00,256,228,55,20.5,31.0,1.4,69.84
2012-09-09 16:00:00,238,211,55,20.7,29.1,1.3,73.06
2012-09-09 16:15:00,164,156,19,20.8,27.1,1.2,76.21
2012-09-09 16:30:00,240,188,124,20.7,25.0,1.1,79.31
2012-09-09 16:45:00,201,169,81,20.8,22.9,1.0,82.35
2012-09-09 17:00:00,214,134,229,20.7,20.7,0.9,85.35
2012-09-09 17:15:00,136,128,27,20.7,18.5,0.8,88.32
2012-09-09 17:30:00,128,114,53,20.6,16.2,0.7,91.28
2012-09-09 17:45:00,204,53,632,20.5,14.0,0.7,94.22
2012-09-09 18:00:00,174,41,654,20.4,11.7,0.7,97.17
2012-09-09 18:15:00,125,88,221,20.2,9.4,0.8,100.13
2012-09-09 18:30:00,83,49,287,20.1,7.0,0.8,103.1
2012-09-09 18:45:00,61,26,423,20.0,4.7,0.8,106.11
2012-09-09 19:00:00,28,19,152,19.8,2.4,0.7,109.15
2012-09-09 19:15:00,0,0,0,19.7,0.1,0.7,112.24
2012-09-09 19:30:00,0,0,0,19.5,-2.1,0.6,115.38
2012-09-09 19:45:00,0,0,0,19.4,-4.4,0.6,118.59
2012-09-09 20:00:00,0,0,0,19.3,-6.6,0.6,121.87
2012-09-09 20:15:00,0,0,0,19.2,-8.8,0.5,125.23
2012-09-09 20:30:00,0,0,0,19.1,-10.9,0.5,128.67
2012-09-09 20:45:00,0,0,0,19.0,-13.0,0.7,132.21
2012-09-09 21:00:00,0,0,0,18.9,-15.0,0.9,135.84
2012-09-09 21:15:00,0,0,0,18.7,-17.0,1.1,139.58
2012-09-09 21:30:00,0,0,0,18.6,-18.9,1.3,143.42
2012-09-09 21:45:00,0,0,0,18.5,-20.7,1.5,147.37
2012-09-09 22:00:00,0,0,0,18.4,-22.4,1.6,151.41
2012-09-09 22:15:00,0,0,0,18.3,-24.0,1.8,155.55
2012-09-09 22:30:00,0,0,0,18.2,-25.5,2.0,159.78
2012-09-09 22:45:00,0,0,0,18.1,-26.9,1.9,164.09
2012-09-09 23:00:00,0,0,0,18.0,-28.1,1.9,168.46
2012-09-09 23:15:00,0,0,0,17.9,-29.2,1.8,172.88
2012-09-09 23:30:00,0,0,0,17.7,-30.2,1.7,177.33
2012-09-09 23:45:00,0,0,0,17.6,-31.0,1.9,-178.21
2012-09-10 00:00:00,0,0,0,17.6,-31.6,2.2,-173.76
2012-09-10 00:15:00,0,0,0,17.5,-32.5,2.4,-169.33
2012-09-10 00:30:00,0,0,0,17.4,-32.8,2.7,-164.95
2012-09-10 00:45:00,0,0,0,17.3,-32.9,2.6,-160.62
2012-09-10 01:00:00,0,0,0,17.3,-32.8,2.5,-156.37
2012-09-10 01:15:00,0,0,0,17.2,-32.6,2.3,-152.21
2012-09-10 01:30:00,0,0,0,17.1,-32.2,2.2,-148.14
2012-09-10 01:45:00,0,0,0,17.0,-31.6,2.2,-144.17
2012-09-10 02:00:00,0,0,0,16.9,-30.8,2.2,-140.31
2012-09-10 02:15:00,0,0,0,16.9,-29.9,2.2,-136.54
2012-09-10 02:30:00,0,0,0,16.8,-28.8,2.2,-132.88
2012-09-10 02:45:00,0,0,0,16.7,-27.6,2.1,-129.32
2012-09-10 03:00:00,0,0,0,16.7,-26.3,2.0,-125.85
2012-09-10 03:15:00,0,0,0,16.7,-24.8,1.8,-122.47
2012-09-10 03:30:00,0,0,0,16.6,-23.2,1.7,-119.17
2012-09-10 03:45:00,0,0,0,16.6,-21.5,1.6,-115.94
2012-09-10 04:00:00,0,0,0,16.6,-19.8,1.5,-112.78
2012-09-10 04:15:00,0,0,0,16.5,-17.9,1.4,-109.67
2012-09-10 04:30:00,0,0,0,16.5,-15.9,1.3,-106.62
2012-09-10 04:45:00,0,0,0,16.5,-13.9,1.2,-103.6
2012-09-10 05:00:00,0,0,0,16.4,-11.9,1.2,-100.61
2012-09-10 05:15:00,0,0,0,16.4,-9.7,1.1,-97.65
2012-09-10 05:30:00,0,0,0,16.4,-7.6,1.0,-94.7
2012-09-10 05:45:00,0,0,0,16.4,-5.4,0.9,-91.74
2012-09-10 06:00:00,0,0,0,16.4,-3.1,0.7,-88.79
2012-09-10 06:15:00,0,0,0,16.4,-0.8,0.6,-85.81
2012-09-10 06:30:00,1,1,0,16.5,1.5,0.4,-82.81
2012-09-10 06:45:00,3,3,0,16.5,3.8,0.4,-79.77
2012-09-10 07:00:00,8,8,0,16.5,6.1,0.5,-76.69
2012-09-10 07:15:00,8,8,0,16.6,8.4,0.5,-73.55
2012-09-10 07:30:00,13,13,0,16.6,10.7,0.6,-70.33
2012-09-10 07:45:00,16,16,0,16.6,13.0,0.6,-67.04
2012-09-10 08:00:00,18,18,0,16.7,15.3,0.6,-63.66
2012-09-10 08:15:00,22,22,0,16.7,17.5,0.5,-60.18
2012-09-10 08:30:00,17,17,0,16.7,19.7,0.5,-56.58
2012-09-10 08:45:00,37,37,0,16.8,21.9,0.5,-52.86
2012-09-10 09:00:00,36,36,0,17.0,24.1,0.4,-49.01
2012-09-10 09:15:00,45,45,0,17.1,26.1,0.4,-45.01
2012-09-10 09:30:00,100,100,0,17.3,28.2,0.3,-40.87
2012-09-10 09:45:00,114,114,0,17.5,30.1,0.3,-36.58
2012-09-10 10:00:00,214,168,85,17.6,31.9,0.3,-32.15
2012-09-10 10:15:00,197,190,12,17.8,33.7,0.2,-27.57
2012-09-10 10:30:00,177,171,9,17.8,35.4,0.2,-22.85
2012-09-10 10:45:00,73,73,0,17.7,36.9,0.2,-18.01
2012-09-10 11:00:00,44,44,0,17.8,38.3,0.2,-13.07
2012-09-10 11:15:00,53,53,0,18.1,39.5,0.1,-8.05
2012-09-10 11:30:00,424,236,288,18.8,40.6,0.1,-2.99
2012-09-10 11:45:00,645,121,792,19.8,41.5,0.2,2.1
2012-09-10 12:00:00,442,315,189,20.3,42.2,0.3,7.17
2012-09-10 12:15:00,452,297,228,19.7,42.8,0.5,12.19
2012-09-10 12:30:00,654,129,769,19.6,43.1,0.6,17.14
2012-09-10 12:45:00,562,181,556,20.3,43.2,0.7,22.0
2012-09-10 13:00:00,180,178,2,20.2,43.2,0.8,26.73
2012-09-10 13:15:00,291,270,31,19.8,42.9,1.0,31.33
2012-09-10 13:30:00,639,255,571,20.5,42.4,1.1,35.79
2012-09-10 13:45:00,947,627,482,22.1,41.7,1.4,40.1
2012-09-10 14:00:00,515,229,439,22.4,40.9,1.8,44.26
2012-09-10 14:15:00,581,165,652,21.3,39.8,2.1,48.27
2012-09-10 14:30:00,633,110,838,21.3,38.6,2.5,52.14
2012-09-10 14:45:00,597,131,767,22.0,37.3,2.2,55.88
2012-09-10 15:00:00,428,213,370,22.0,35.8,1.9,59.49
2012-09-10 15:15:00,591,132,815,21.9,34.2,1.6,62.99
2012-09-10 15:30:00,572,89,900,22.4,32.4,1.3,66.38
2012-09-10 15:45:00,637,192,873,22.7,30.6,1.3,69.68
2012-09-10 16:00:00,491,124,763,22.7,28.7,1.4,72.9
2012-09-10 16:15:00,618,427,431,22.6,26.7,1.4,76.05
2012-09-10 16:30:00,401,88,748,22.6,24.6,1.5,79.14
2012-09-10 16:45:00,367,71,773,22.7,22.5,1.6,82.18
2012-09-10 17:00:00,270,66,581,22.7,20.3,1.7,85.18
2012-09-10 17:15:00,269,104,537,22.6,18.1,1.9,88.16
2012-09-10 17:30:00,267,64,740,22.6,15.9,2.0,91.11
2012-09-10 17:45:00,231,64,708,22.5,13.6,2.1,94.06
2012-09-10 18:00:00,174,52,616,22.4,11.3,2.2,97.01
2012-09-10 18:15:00,134,83,328,22.2,9.0,2.4,99.96
2012-09-10 18:30:00,87,45,365,22.1,6.7,2.5,102.94
2012-09-10 18:45:00,54,24,378,21.9,4.4,2.6,105.95
2012-09-10 19:00:00,24,18,120,21.8,2.1,2.7,109.0
2012-09-10 19:15:00,0,0,0,21.6,-0.2,2.9,112.09
2012-09-10 19:30:00,0,0,0,21.4,-2.5,3.0,115.24
2012-09-10 19:45:00,0,0,0,21.3,-4.7,2.7,118.45
2012-09-10 20:00:00,0,0,0,21.1,-7.0,2.3,121.74
2012-09-10 20:15:00,0,0,0,21.0,-9.1,1.9,125.1
2012-09-10 20:30:00,0,0,0,20.8,-11.3,1.5,128.56
2012-09-10 20:45:00,0,0,0,20.7,-13.4,1.5,132.1
2012-09-10 21:00:00,0,0,0,20.5,-15.4,1.4,135.75
2012-09-10 21:15:00,0,0,0,20.4,-17.4,1.4,139.5
2012-09-10 21:30:00,0,0,0,20.2,-19.3,1.3,143.36
2012-09-10 21:45:00,0,0,0,20.1,-21.1,1.1,147.32
2012-09-10 22:00:00,0,0,0,19.9,-22.8,0.8,151.38
2012-09-10 22:15:00,0,0,0,19.8,-24.4,0.6,155.54
2012-09-10 22:30:00,0,0,0,19.6,-25.9,0.3,159.78
2012-09-10 22:45:00,0,0,0,19.5,-27.3,0.2,164.11
2012-09-10 23:00:00,0,0,0,19.3,-28.5,0.2,168.5
2012-09-10 23:15:00,0,0,0,19.2,-29.6,0.1,172.94
2012-09-10 23:30:00,0,0,0,19.0,-30.6,0.0,177.42
2012-09-10 23:45:00,0,0,0,18.9,-31.4,0.3,-178.1
2012-09-11 00:00:00,0,0,0,18.7,-32.0,0.5,-173.62
2012-09-11 00:15:00,0,0,0,18.5,-32.9,0.8,-169.17
2012-09-11 00:30:00,0,0,0,18.4,-33.2,1.1,-164.77
2012-09-11 00:45:00,0,0,0,18.2,-33.3,1.2,-160.43
2012-09-11 01:00:00,0,0,0,18.0,-33.2,1.3,-156.17
2012-09-11 01:15:00,0,0,0,17.8,-33.0,1.4,-151.99
2012-09-11 01:30:00,0,0,0,17.6,-32.5,1.5,-147.91
2012-09-11 01:45:00,0,0,0,17.4,-31.9,1.5,-143.93
2012-09-11 02:00:00,0,0,0,17.2,-31.2,1.5,-140.05
2012-09-11 02:15:00,0,0,0,17.0,-30.2,1.5,-136.28
2012-09-11 02:30:00,0,0,0,16.9,-29.2,1.5,-132.61
2012-09-11 02:45:00,0,0,0,16.7,-27.9,1.2,-129.04
2012-09-11 03:00:00,0,0,0,16.6,-26.6,0.8,-125.57
2012-09-11 03:15:00,0,0,0,16.5,-25.1,0.4,-122.18
2012-09-11 03:30:00,0,0,0,16.4,-23.5,0.0,-118.88
2012-09-11 03:45:00,0,0,0,16.3,-21.8,0.0,-115.65
2012-09-11 04:00:00,0,0,0,16.2,-20.0,0.0,-112.48
2012-09-11 04:15:00,0,0,0,16.1,-18.2,0.0,-109.38
2012-09-11 04:30:00,0,0,0,16.0,-16.2,0.0,-106.32
2012-09-11 04:45:00,0,0,0,15.9,-14.2,0.1,-103.3
2012-09-11 05:00:00,0,0,0,15.8,-12.1,0.2,-100.31
2012-09-11 05:15:00,0,0,0,15.8,-10.0,0.3,-97.35
2012-09-11 05:30:00,0,0,0,15.7,-7.8,0.4,-94.39
2012-09-11 05:45:00,0,0,0,15.7,-5.6,0.5,-91.44
2012-09-11 06:00:00,0,0,0,15.7,-3.4,0.6,-88.48
2012-09-11 06:15:00,0,0,0,15.7,-1.1,0.8,-85.51
2012-09-11 06:30:00,10,10,2,15.8,1.2,0.9,-82.5
2012-09-11 06:45:00,12,12,0,15.9,3.5,1.3,-79.46
2012-09-11 07:00:00,16,16,0,16.2,5.8,1.7,-76.38
2012-09-11 07:15:00,48,44,25,16.5,8.1,2.1,-73.24
2012-09-11 07:30:00,115,60,297,16.8,10.4,2.5,-70.02
2012-09-11 07:45:00,197,69,587,17.2,12.7,2.4,-66.73
2012-09-11 08:00:00,230,113,450,17.5,15.0,2.4,-63.35
2012-09-11 08:15:00,243,66,602,17.8,17.3,2.3,-59.87
2012-09-11 08:30:00,199,121,229,18.1,19.5,2.2,-56.27
2012-09-11 08:45:00,350,54,803,18.5,21.7,2.1,-52.55
2012-09-11 09:00:00,400,112,716,18.9,23.8,2.0,-48.7
2012-09-11 09:15:00,299,180,272,19.4,25.9,1.9,-44.72
2012-09-11 09:30:00,508,90,893,19.5,27.9,1.8,-40.59
2012-09-11 09:45:00,465,149,640,20.0,29.8,2.0,-36.31
2012-09-11 10:00:00,511,110,761,20.3,31.7,2.1,-31.88
2012-09-11 10:15:00,509,119,709,20.4,33.4,2.3,-27.32
2012-09-11 10:30:00,531,129,697,20.7,35.0,2.5,-22.62
2012-09-11 10:45:00,601,79,877,21.0,36.6,2.5,-17.8
2012-09-11 11:00:00,617,83,868,21.4,37.9,2.5,-12.88
2012-09-11 11:15:00,500,235,419,21.6,39.2,2.5,-7.89
2012-09-11 11:30:00,643,217,659,21.6,40.3,2.5,-2.85
2012-09-11 11:45:00,611,202,621,22.0,41.2,3.0,2.2
2012-09-11 12:00:00,852,254,896,22.4,41.9,3.5,7.24
2012-09-11 12:15:00,619,156,685,22.7,42.4,4.0,12.24
2012-09-11 12:30:00,707,90,909,22.6,42.7,4.5,17.16
2012-09-11 12:45:00,887,372,756,22.8,42.9,4.7,21.99
2012-09-11 13:00:00,519,277,356,23.0,42.8,4.8,26.7
2012-09-11 13:15:00,561,217,510,22.7,42.5,5.0,31.28
2012-09-11 13:30:00,706,68,953,22.7,42.0,5.2,35.72
2012-09-11 13:45:00,708,73,962,23.4,41.3,5.3,40.01
2012-09-11 14:00:00,682,103,892,23.7,40.5,5.5,44.15
2012-09-11 14:15:00,614,125,770,23.4,39.4,5.6,48.15
2012-09-11 14:30:00,655,69,948,23.3,38.2,5.8,52.01
2012-09-11 14:45:00,569,137,720,23.4,36.9,6.3,55.74
2012-09-11 15:00:00,561,103,788,23.4,35.4,6.8,59.35
2012-09-11 15:15:00,499,165,603,23.3,33.8,7.3,62.84
2012-09-11 15:30:00,536,65,888,23.4,32.1,7.9,66.23
2012-09-11 15:45:00,530,66,921,23.5,30.2,7.7,69.52
2012-09-11 16:00:00,412,111,632,23.4,28.3,7.4,72.74
2012-09-11 16:15:00,364,117,562,23.1,26.3,7.2,75.89
2012-09-11 16:30:00,383,86,722,22.9,24.3,6.9,78.97
2012-09-11 16:45:00,385,73,827,23.1,22.1,7.0,82.01
2012-09-11 17:00:00,297,64,678,23.0,20.0,7.1,85.01
2012-09-11 17:15:00,282,94,617,22.8,17.8,7.3,87.99
2012-09-11 17:30:00,229,65,614,22.6,15.5,7.4,90.94
2012-09-11 17:45:00,185,75,467,22.4,13.2,6.7,93.89
2012-09-11 18:00:00,114,64,270,22.2,11.0,6.0,96.84
2012-09-11 18:15:00,112,70,281,21.9,8.7,5.3,99.8
2012-09-11 18:30:00,79,38,371,21.7,6.3,4.5,102.78
2012-09-11 18:45:00,44,24,266,21.5,4.0,3.9,105.79
2012-09-11 19:00:00,17,16,26,21.2,1.7,3.2,108.84
2012-09-11 19:15:00,0,0,0,21.0,-0.6,2.5,111.94
2012-09-11 19:30:00,0,0,0,20.7,-2.8,1.8,115.09
2012-09-11 19:45:00,0,0,0,20.5,-5.1,2.1,118.31
2012-09-11 20:00:00,0,0,0,20.4,-7.3,2.4,121.6
2012-09-11 20:15:00,0,0,0,20.2,-9.5,2.7,124.98
2012-09-11 20:30:00,0,0,0,20.1,-11.7,3.0,128.44
2012-09-11 20:45:00,0,0,0,19.9,-13.7,3.3,132.0
2012-09-11 21:00:00,0,0,0,19.7,-15.8,3.5,135.66
2012-09-11 21:15:00,0,0,0,19.6,-17.7,3.8,139.42
2012-09-11 21:30:00,0,0,0,19.4,-19.6,4.1,143.29
2012-09-11 21:45:00,0,0,0,19.2,-21.4,3.8,147.26
2012-09-11 22:00:00,0,0,0,19.1,-23.2,3.4,151.34
2012-09-11 22:15:00,0,0,0,18.9,-24.8,3.1,155.52
2012-09-11 22:30:00,0,0,0,18.7,-26.3,2.7,159.79
2012-09-11 22:45:00,0,0,0,18.6,-27.7,2.8,164.14
2012-09-11 23:00:00,0,0,0,18.4,-28.9,2.8,168.55
2012-09-11 23:15:00,0,0,0,18.2,-30.0,2.9,173.01
2012-09-11 23:30:00,0,0,0,18.1,-31.0,3.0,177.51
2012-09-11 23:45:00,0,0,0,17.9,-31.8,3.0,-177.98
2012-09-12 00:00:00,0,0,0,17.8,-32.4,3.0,-173.49
2012-09-12 00:15:00,0,0,0,17.7,-33.3,3.0,-169.02
2012-09-12 00:30:00,0,0,0,17.6,-33.5,3.0,-164.6
2012-09-12 00:45:00,0,0,0,17.5,-33.7,2.8,-160.24
2012-09-12 01:00:00,0,0,0,17.4,-33.6,2.6,-155.95
2012-09-12 01:15:00,0,0,0,17.3,-33.3,2.4,-151.76
2012-09-12 01:30:00,0,0,0,17.2,-32.9,2.2,-147.67
2012-09-12 01:45:00,0,0,0,17.1,-32.3,2.6,-143.68
2012-09-12 02:00:00,0,0,0,17.0,-31.5,3.1,-139.79
2012-09-12 02:15:00,0,0,0,16.9,-30.6,3.6,-136.01
2012-09-12 02:30:00,0,0,0,16.8,-29.5,4.1,-132.34
2012-09-12 02:45:00,0,0,0,16.8,-28.3,4.2,-128.76
2012-09-12 03:00:00,0,0,0,16.7,-26.9,4.3,-125.28
2012-09-12 03:15:00,0,0,0,16.7,-25.4,4.4,-121.89
2012-09-12 03:30:00,0,0,0,16.6,-23.8,4.5,-118.59
2012-09-12 03:45:00,0,0,0,16.5,-22.1,4.4,-115.35
2012-09-12 04:00:00,0,0,0,16.5,-20.3,4.3,-112.19
2012-09-12 04:15:00,0,0,0,16.4,-18.4,4.2,-109.08
2012-09-12 04:30:00,0,0,0,16.4,-16.5,4.1,-106.02
2012-09-12 04:45:00,0,0,0,16.3,-14.5,3.6,-103.0
2012-09-12 05:00:00,0,0,0,16.3,-12.4,3.1,-100.01
2012-09-12 05:15:00,0,0,0,16.3,-10.2,2.6,-97.04
2012-09-12 05:30:00,0,0,0,16.2,-8.1,2.0,-94.09
2012-09-12 05:45:00,0,0,0,16.2,-5.8,1.9,-91.13
2012-09-12 06:00:00,0,0,0,16.3,-3.6,1.8,-88.17
2012-09-12 06:15:00,0,0,0,16.3,-1.3,1.6,-85.2
2012-09-12 06:30:00,2,2,0,16.3,1.0,1.5,-82.19
2012-09-12 06:45:00,11,11,0,16.5,3.3,1.4,-79.16
2012-09-12 07:00:00,22,22,1,16.9,5.6,1.2,-76.07
2012-09-12 07:15:00,91,43,334,17.3,7.9,1.1,-72.92
2012-09-12 07:30:00,144,36,611,17.7,10.2,0.9,-69.71
2012-09-12 07:45:00,182,41,653,18.0,12.5,0.8,-66.42
2012-09-12 08:00:00,224,60,645,18.4,14.8,0.6,-63.04
2012-09-12 08:15:00,255,56,682,18.8,17.0,0.5,-59.56
2012-09-12 08:30:00,328,142,564,19.2,19.2,0.3,-55.96
2012-09-12 08:45:00,341,81,712,19.6,21.4,0.3,-52.25
2012-09-12 09:00:00,376,57,798,20.0,23.5,0.3,-48.4
2012-09-12 09:15:00,406,55,813,20.5,25.6,0.3,-44.42
2012-09-12 09:30:00,430,67,784,20.9,27.6,0.3,-40.3
2012-09-12 09:45:00,486,69,843,21.3,29.5,0.3,-36.03
2012-09-12 10:00:00,595,110,931,21.7,31.4,0.3,-31.62
2012-09-12 10:15:00,549,66,884,22.1,33.1,0.2,-27.07
2012-09-12 10:30:00,583,96,854,22.3,34.7,0.2,-22.39
2012-09-12 10:45:00,720,380,574,22.6,36.3,0.2,-17.59
2012-09-12 11:00:00,561,130,705,23.0,37.6,0.1,-12.7
2012-09-12 11:15:00,624,82,864,23.0,38.9,0.1,-7.73
2012-09-12 11:30:00,783,246,839,23.4,39.9,0.0,-2.72
2012-09-12 11:45:00,579,180,610,23.9,40.8,0.0,2.31
2012-09-12 12:00:00,766,380,582,24.0,41.5,0.0,7.32
2012-09-12 12:15:00,694,75,925,24.2,42.0,0.0,12.29
2012-09-12 12:30:00,706,92,911,24.5,42.4,0.0,17.19
2012-09-12 12:45:00,639,195,657,24.5,42.5,0.0,21.99
2012-09-12 13:00:00,857,243,910,24.7,42.4,0.0,26.67
2012-09-12 13:15:00,614,113,749,25.0,42.1,0.0,31.23
2012-09-12 13:30:00,693,155,811,25.0,41.6,0.0,35.65
2012-09-12 13:45:00,796,163,966,25.2,40.9,0.0,39.92
2012-09-12 14:00:00,716,124,920,25.5,40.1,0.0,44.05
2012-09-12 14:15:00,624,108,821,25.4,39.0,0.1,48.04
2012-09-12 14:30:00,704,111,967,25.3,37.8,0.1,51.89
2012-09-12 14:45:00,620,70,925,25.5,36.5,0.1,55.61
2012-09-12 15:00:00,605,84,907,25.5,35.0,0.1,59.2
2012-09-12 15:15:00,660,375,520,25.5,33.4,0.1,62.69
2012-09-12 15:30:00,476,230,472,25.5,31.7,0.1,66.07
2012-09-12 15:45:00,601,158,889,25.5,29.9,0.3,69.36
2012-09-12 16:00:00,374,130,513,25.4,27.9,0.5,72.58
2012-09-12 16:15:00,403,145,598,25.0,26.0,0.8,75.72
2012-09-12 16:30:00,434,80,874,25.0,23.9,1.0,78.81
2012-09-12 16:45:00,385,71,847,25.2,21.8,0.9,81.85
2012-09-12 17:00:00,300,82,641,25.0,19.6,0.8,84.85
2012-09-12 17:15:00,271,98,585,24.8,17.4,0.7,87.82
2012-09-12 17:30:00,301,109,732,24.7,15.2,0.6,90.78
2012-09-12 17:45:00,173,64,474,24.4,12.9,1.0,93.73
2012-09-12 18:00:00,116,62,300,24.2,10.6,1.5,96.68
2012-09-12 18:15:00,121,70,361,23.9,8.3,2.0,99.64
2012-09-12 18:30:00,66,37,275,23.7,6.0,2.5,102.62
2012-09-12 18:45:00,51,23,425,23.4,3.7,2.1,105.64
2012-09-12 19:00:00,16,15,44,23.2,1.4,1.7,108.69
2012-09-12 19:15:00,0,0,0,22.9,-0.9,1.3,111.79
2012-09-12 19:30:00,0,0,0,22.6,-3.2,0.9,114.95
2012-09-12 19:45:00,0,0,0,22.4,-5.5,0.9,118.17
2012-09-12 20:00:00,0,0,0,22.2,-7.7,0.9,121.47
2012-09-12 20:15:00,0,0,0,21.9,-9.9,0.8,124.85
2012-09-12 20:30:00,0,0,0,21.7,-12.0,0.8,128.33
2012-09-12 20:45:00,0,0,0,21.5,-14.1,0.9,131.89
2012-09-12 21:00:00,0,0,0,21.2,-16.1,1.0,135.56
2012-09-12 21:15:00,0,0,0,21.0,-18.1,1.2,139.34
2012-09-12 21:30:00,0,0,0,20.7,-20.0,1.3,143.22
2012-09-12 21:45:00,0,0,0,20.5,-21.8,1.3,147.21
2012-09-12 22:00:00,0,0,0,20.3,-23.5,1.4,151.31
2012-09-12 22:15:00,0,0,0,20.0,-25.2,1.4,155.51
2012-09-12 22:30:00,0,0,0,19.8,-26.7,1.5,159.79
